,number,name_en,name_en_lowercase,dex_en,name_de,name_de_lowercase,dex_de,name_fr,name_fr_lowercase,dex_fr,name_it,name_it_lowercase,dex_it,name_es,name_es_lowercase,dex_es,catchrate,atk,def,hp,spd,type1,type2,legendary,mythical
948,R43,Hisui-Qwilfish,hisui-qwilfish,"The small spikes covering its body developed from scales. They inject a toxin that causes fainting.",Hisui-Baldorfish,hisui-baldorfish,"Die kleinen Stacheln an seinem Körper sind aus Schuppen entstanden. Damit injiziert es Gift, das zu Ohnmacht führt.",Hisui-Qwilfish,hisui-qwilfish,"Ses petites épines étaient autrefois des écailles. Elles sécrètent des toxines pouvant faire perdre connaissance.",Hisui-Qwilfish,hisui-qwilfish,"I piccoli aculei che coprono il suo corpo si sono formati dalle squame. Contengono una tossina che fa svenire.",Hisui-Qwilfish,hisui-qwilfish,"Las pequeñas púas que cubren su cuerpo eran escamas. Inyectan una toxina que hace perder el conocimiento.",45,310,300,300,330,Dark,Poison,0,0
949,R44,Hisui-Sneasel,hisui-sneasel,"It has a cunning yet savage disposition. It waits for parents to leave their nests, and then it sneaks in to steal their eggs.",Hisui-Sniebel,hisui-sniebel,"Dieses durchtriebene und gewissenlose Pokémon beobachtet Nester, bis die Eltern ausgeflogen sind, und stiehlt dann deren Eier.",Hisui-Farfuret,hisui-farfuret,"Un Pokémon aussi cruel que fourbe. Il se glisse dans le nid des autres Pokémon en leur absence pour dérober leurs Œufs.",Hisui-Sneasel,hisui-sneasel,"È furbo e feroce. Si intrufola nei nidi incustoditi per rubare le Uova mentre i genitori sono assenti.",Hisui-Sneasel,hisui-sneasel,"Es un Pokémon de naturaleza astuta y fiera. Se cuela en los nidos de otros Pokémon cuando no están y roba sus huevos.",60,290,290,280,390,Fighting,Poison,0,0
950,R45,Hisui-Samurott,hisui-samurott,"One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.",Hisui-Admurai,hisui-admurai,"Besiegt Gegner durch einen einzigen Hieb mit der Klinge an seinem Panzer. Ein böser Blick und seine Feinde verstummen.",Hisui-Clamiral,hisui-clamiral,"Il peut terrasser ses ennemis d’un coup de la lame enchâssée dans son armure, et les faire taire d’un seul regard.",Hisui-Samurott,hisui-samurott,"Atterra l’avversario con un solo colpo della spada inserita nell’armatura. Una sua occhiata ammutolisce il nemico.",Hisui-Samurott,hisui-samurott,"Derriba a su rival con un solo tajo del sable que lleva en su coraza. Acalla al enemigo con una simple mirada.",45,368,305,350,330,Water,Dark,0,0
951,R46,Hisui-Lilligant,hisui-lilligant,"Essential oils made from Lilligant flowers have a sublime scent, but they’re also staggeringly expensive.",Hisui-Dressella,hisui-dressella,"Das aus seiner Blume gewonnene ätherische Öl verströmt den allerfeinsten Duft, doch es kostet ein Vermögen.",Hisui-Fragilady,hisui-fragilady,"L’huile essentielle extraite de sa fleur dégage un parfum exceptionnel, mais elle coûte extrêmement cher.",Hisui-Lilligant,hisui-lilligant,"L’olio essenziale che si ottiene dal fiore ha un profumo sublime, ma costa un occhio della testa.",Hisui-Lilligant,hisui-lilligant,"El aceite esencial que se extrae de su flor emana un aroma sublime, aunque su precio resulta desorbitado.",75,315,310,310,370,Grass,Fighting,0,0
952,R47,Hisui-Zorua,hisui-zorua,"Zorua sometimes transforms into a person and goes into cities to search for food. When Zorua does this, it usually takes on the form of a child.",Hisui-Zorua,hisui-zorua,"Auf der Suche nach Nahrung verschlägt es Zorua manchmal auch in Städte. Dort tarnt es sich üblicherweise als Menschenkind.",Hisui-Zorua,hisui-zorua,"Il lui arrive de se changer en être humain, surtout en enfant, pour venir chercher de la nourriture en ville.",Hisui-Zorua,hisui-zorua,"Quando è in cerca di cibo, capita persino che appaia in città assumendo sembianze umane. Si trasforma principalmente in bambini.",Hisui-Zorua,hisui-zorua,"Suele transformarse en personas, sobre todo en niños, y se adentra en pueblos buscando comida.",75,305,240,240,300,Normal,Ghost,0,0
953,R48,Hisui-Zoroark,hisui-zoroark,"Seeking to ease the burden of their solitude, lonely Trainers tell Zoroark to show illusions to them.",Hisui-Zoroark,hisui-zoroark,"Trainer, denen es an Gesellschaft fehlt, weisen Zoroark manchmal dazu an, ihnen eine Illusion zu zeigen, um sich von ihrer Einsamkeit abzulenken.",Hisui-Zoroark,hisui-zoroark,"Les Dresseurs en manque de compagnie ordonnent à Zoroark de leur montrer une illusion pour tromper leur solitude.",Hisui-Zoroark,hisui-zoroark,"Gli Allenatori tristi e soli chiedono a Zoroark di mostrare loro dei miraggi che allevino la loro solitudine.",Hisui-Zoroark,hisui-zoroark,"Los Entrenadores solitarios le piden a Zoroark que les muestre ilusiones con las que combatir la desazón de la soledad.",45,385,280,280,380,Normal,Ghost,0,0
954,R49,Hisui-Braviary,hisui-braviary,"Because this Pokémon is hotheaded and belligerent, it’s Corviknight that’s taken the role of transportation in Galar.",Hisui-Washakwil,hisui-washakwil,"Da es hitzköpfig und aggressiv ist, hat es den Posten als Kurier in Galar an Krarmor verloren.",Hisui-Gueriaigle,hisui-gueriaigle,"Son caractère agressif et violent lui a valu de perdre son rôle de transporteur à Galar au profit de Corvaillus.",Hisui-Braviary,hisui-braviary,"A causa del suo carattere irruente e violento ha perso il posto di corriere a Galar, che gli è stato rubato da Corviknight.",Hisui-Braviary,hisui-braviary,"Su carácter agresivo e irascible le ha hecho perder su puesto como transportista en Galar en favor de los Corviknight.",60,355,300,390,290,Psychic,Flying,0,0
955,R50,Hisui-Sliggoo,hisui-sliggoo,"The lump on its back contains its tiny brain. It thinks only of food and escaping its enemies.",Hisui-Viscargot,hisui-viscargot,"In dem Fortsatz auf seinem Rücken befindet sich sein winziges Gehirn. Es kann nur ans Fressen und an die Flucht vor seinen Feinden denken.",Hisui-Colimucus,hisui-colimucus,"Son petit cerveau est caché dans la bosse qui est sur son dos. Il ne pense pas à grand-chose, si ce n’est à se nourrir et à fuir devant ses ennemis.",Hisui-Sliggoo,hisui-sliggoo,"Nella protuberanza che ha sulla schiena si trova un piccolo cervello. Pensa solo a mangiare e a scappare dai nemici.",Hisui-Sliggoo,hisui-sliggoo,"La protuberancia del lomo contiene su pequeño cerebro, que solo piensa en buscar comida y huir de los enemigos.",45,318,356,286,240,Steel,Dragon,0,0
956,R51,Hisui-Goodra,hisui-goodra,"Its form of offense is forcefully stretching out its horns. The strikes land 100 times harder than any blow from a heavyweight boxer.",Hisui-Viscogon,hisui-viscogon,"Es greift mit seinen ausfahrbaren Fühlern an, deren Durchschlagskraft hundertmal so stark wie der Faustschlag eines Schwergewichtsboxers ist.",Hisui-Muplodocus,hisui-muplodocus,"Il attaque à l’aide de ses longues cornes. Ses coups sont cent fois plus puissants que ceux d’un champion poids lourds de boxe.",Hisui-Goodra,hisui-goodra,"Distende i suoi lunghi corni e si lancia all’attacco con una potenza 100 volte superiore al pugno di un peso massimo.",Hisui-Goodra,hisui-goodra,"Ataca extendiendo sus largas antenas. La fuerza que despliega es 100 veces superior a la del puñetazo de un boxeador de peso pesado.",45,370,410,330,280,Steel,Dragon,0,0
957,R52,Hisui-Avalugg,hisui-avalugg,"As Avalugg moves about during the day, the cracks in its body deepen. The Pokémon’s body returns to a pristine state overnight.",Hisui-Arktilas,hisui-arktilas,"Die Risse auf seinem Körper werden im Zuge seiner täglichen Aktivitäten tiefer. Ihm genügt jedoch eine Nacht, um sie wieder zu schließen.",Hisui-Séracrawl,hisui-séracrawl,"Les crevasses sur son dos s’approfondissent au cours de la journée, mais se comblent de nouveau pendant la nuit.",Hisui-Avalugg,hisui-avalugg,"Durante il giorno le crepe sul suo corpo diventano più profonde, ma nel giro di una notte si riempiono del tutto.",Hisui-Avalugg,hisui-avalugg,"Las fisuras de su cuerpo se agrandan durante el día, pero por la noche vuelven a cerrarse.",55,321,380,360,236,Ice,Rock,0,0
958,R53,Hisui-Decidueye,hisui-decidueye,"In a tenth of a second, it can nock and fire an arrow quill, piercing an opponent’s weak point before they notice what’s happening.",Hisui-Silvarro,hisui-silvarro,"In 0,1 Sekunden spannt es eine Feder in seine Flügelranke und schießt sie wie einen Pfeil auf die Schwachstellen seines ahnungslosen Ziels.",Hisui-Archéduc,hisui-archéduc,"Il décoche ses plumes acérées en un dixième de seconde. Sa victime n’a pas le temps de le voir agir qu’elle est déjà grièvement touchée.",Hisui-Decidueye,hisui-decidueye,"Può preparare e scoccare una delle sue piume affilate in 0,1 secondi. Trafigge l’avversario nei suoi punti vitali prima che se ne accorga.",Hisui-Decidueye,hisui-decidueye,"Tan solo le lleva una décima de segundo sacar una pluma y disparar al rival, a quien acierta en un punto vital antes de que pueda darse cuenta.",45,367,335,346,280,Grass,Fighting,0,0
959,M1,Mega-Venusaur,mega-venusaur,"A bewitching aroma wafts from its flower. The fragrance becalms those engaged in a battle.",Mega-Bisaflor,mega-bisaflor,"Die Blume verströmt einen zauberhaften Duft. Er beschwichtigt erhitzte Kämpfer.",Mega-Florizarre,mega-florizarre,"Une douce senteur émane de sa plante. Cette fragrance calme tous ceux qui sont engagés dans un combat.",Mega-Venusaur,mega-venusaur,"Il suo fiore emana una fragranza inebriante capace di placare l’animo di chi è impegnato nella lotta.",Mega-Venusaur,mega-venusaur,"La flor que tiene en el lomo libera un delicado aroma, que tiene un efecto relajante en combate.",3,392,393,430,370,Grass,Poison,0,1
960,M2,Mega-Charizard-X,mega-charizard-x,"Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures.",Mega-Glurak X,mega-glurak x,"Dieses Pokémon kann mit seinen Flügeln eine Höhe von bis zu 1400 m erreichen. Es spuckt sehr heißes Feuer.",Mega-Dracaufeu X,mega-dracaufeu x,"Ses ailes lui permettent de voler à plus de 1400 m d’altitude. Ce Pokémon crache du feu à des températures très élevées.",Mega-Charizard-X,mega-charizard-x,"Grazie alle possenti ali può volare fino a 1400 m d’altezza. Le fiamme che sputa possono raggiungere temperature altissime.",Mega-Charizard-X,mega-charizard-x,"Sus potentes alas le permiten volar a una altura de 1400 m. Escupe llamaradas que llegan a alcanzar temperaturas elevadísimas.",3,403,373,426,410,Fire,Dragon,0,1
961,M3,Mega-Charizard-Y,mega-charizard-y,"Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures.",Mega-Glurak Y,mega-glurak y,"Dieses Pokémon kann mit seinen Flügeln eine Höhe von bis zu 1400 m erreichen. Es spuckt sehr heißes Feuer.",Mega-Dracaufeu Y,mega-dracaufeu y,"Ses ailes lui permettent de voler à plus de 1400 m d’altitude. Ce Pokémon crache du feu à des températures très élevées.",Mega-Charizard-Y,mega-charizard-y,"Grazie alle possenti ali può volare fino a 1400 m d’altezza. Le fiamme che sputa possono raggiungere temperature altissime.",Mega-Charizard-Y,mega-charizard-y,"Sus potentes alas le permiten volar a una altura de 1400 m. Escupe llamaradas que llegan a alcanzar temperaturas elevadísimas.",3,403,373,426,410,Fire,Flying,0,1
962,M4,Mega-Blastoise,mega-blastoise,"The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.",Mega-Turtok,mega-turtok,"Die Wassersalven, die es mit den Wasserdüsen in seinem Panzer abfeuert, durchdringen sogar dicke Stahlwände.",Mega-Tortank,mega-tortank,"Les canons sur sa carapace tirent des jets d’eau capables de percer même de l’acier trempé.",Mega-Blastoise,mega-blastoise,"I cannoni sul suo guscio sparano getti d’acqua capaci di bucare l’acciaio.",Mega-Blastoise,mega-blastoise,"Dispara chorros de agua a través de los cañones de su caparazón, capaces de agujerear incluso el acero.",3,378,415,428,366,Water,,0,1
963,M5,Mega-Beedrill,mega-beedrill,"It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.",Mega-Bibor,mega-bibor,"Es verfügt über insgesamt drei Giftstachel, zwei an den Armen und einen am Hinterleib, mit denen es seine Gegner wiederholt angreift.",Mega-Dardargnan,mega-dardargnan,"Il se sert de ses trois aiguillons empoisonnés situés sur les pattes avant et l’abdomen pour attaquer sans relâche ses adversaires.",Mega-Beedrill,mega-beedrill,"Possiede tre aculei velenosi, due sulle zampe anteriori e uno sull’addome, con cui punge ripetutamente i nemici.",Mega-Beedrill,mega-beedrill,"Tiene tres aguijones venenosos, dos en las patas anteriores y uno en la parte baja del abdomen, con los que ataca a sus enemigos una y otra vez.",3,345,330,400,360,Bug,Poison,0,1
964,M6,Mega-Pidgeot,mega-pidgeot,"This Pokémon flies at Mach 2 speed, seeking prey. Its large talons are feared as wicked weapons.",Mega-Tauboss,mega-tauboss,"Auf der Jagd nach Beute fliegt es mit einer Geschwindigkeit von bis zu Mach 2. Seine mächtigen Klauen gelten als gefürchtete Waffen.",Mega-Roucarnage,mega-roucarnage,"Ce Pokémon vole à Mach 2 quand il chasse. Ses grandes serres sont des armes redoutables.",Mega-Pidgeot,mega-pidgeot,"Può volare a una velocità di Mach 2 in cerca di prede. I suoi artigli sono armi micidiali.",Mega-Pidgeot,mega-pidgeot,"Este Pokémon vuela a una velocidad de 2 mach en busca de presas. Sus grandes garras son armas muy peligrosas.",3,360,355,436,412,Normal,Flying,0,1
965,M7,Mega-Alakazam,mega-alakazam,"Alakazam wields potent psychic powers. It’s said that this Pokémon used these powers to create the spoons it holds.",Mega-Simsala,mega-simsala,"Simsala verfügt über extrem starke Psycho-Kräfte. Mit ihnen soll es die Löffel erschaffen haben, die es in seinen Händen hält.",Mega-Alakazam,mega-alakazam,"Il dispose d’immenses pouvoirs psychiques. On raconte qu’il s’en est servi afin de créer les cuillères qu’il tient dans chaque main.",Mega-Alakazam,mega-alakazam,"Padroneggia potenti poteri psichici, con i quali si dice abbia creato i cucchiai che tiene in mano.",Mega-Alakazam,mega-alakazam,"Posee unos poderes psíquicos extraordinarios con los que, según se dice, creó las cucharas que lleva en las manos.",3,395,350,380,450,Psychic,,0,1
966,M8,Mega-Slowbro,mega-slowbro,"Being bitten by a Shellder shocked this Pokémon into standing on two legs. If the Shellder lets go, it seems Slowbro will turn back into a Slowpoke.",Mega-Lahmus,mega-lahmus,"Der Schock, den Muschas’ Biss verursachte, ließ es auf zwei Beinen stehen. Löst das Muschas sich von ihm, wird es wieder zu einem Flegmon.",Mega-Flagadoss,mega-flagadoss,"La morsure du Kokiyas l’a tellement surpris qu’il est devenu bipède. Il paraît qu’il redevient un Ramoloss si le Kokiyas lâche prise.",Mega-Slowbro,mega-slowbro,"Ha assunto una postura eretta per lo shock causato dal morso di uno Shellder. Pare che torni a essere uno Slowpoke se lo Shellder si stacca.",Mega-Slowbro,mega-slowbro,"Se volvió bípedo por el impacto que le causó la mordedura del Shellder. Si este se desprende, vuelve a convertirse en un Slowpoke.",3,385,400,460,270,Water,Psychic,0,1
967,M9,Mega-Gengar,mega-gengar,"It is said to emerge from darkness to steal the lives of those who become lost in mountains.",Mega-Gengar,mega-gengar,"Man sagt, es sei aus Dunkelheit entstanden, um denjenigen, die sich in den Bergen verirrt haben, das Leben zu rauben.",Mega-Ectoplasma,mega-ectoplasma,"On dit qu’Ectoplasma surgit parfois des ténèbres pour prendre la vie des personnes égarées en montagne.",Mega-Gengar,mega-gengar,"Si dice che emerga dall’oscurità per sottrarre la vita di chi si è perso tra le montagne.",Mega-Gengar,mega-gengar,"Dicen que sale de la oscuridad para robarles el alma a los que se pierden por las montañas.",3,405,345,390,430,Ghost,Poison,0,1
968,M10,Mega-Kangaskhan,mega-kangaskhan,"There are records of a lost human child being raised by a childless Kangaskhan.",Mega-Kangama,mega-kangama,"Es liegen Berichte vor, laut denen Kangama ohne eigenen Nachwuchs stattdessen Menschenkinder in Not aufgezogen haben.",Mega-Kangourex,mega-kangourex,"Certains documents certifient que les Kangourex sans progéniture élevaient des enfants humains en détresse.",Mega-Kangaskhan,mega-kangaskhan,"Alcuni documenti parlano di Kangaskhan senza cuccioli che hanno allevato bambini umani dispersi.",Mega-Kangaskhan,mega-kangaskhan,"Se han documentado casos de Kangaskhan sin crías que han adoptado bebés humanos cuyos padres habían sido víctimas de accidentes.",3,345,370,480,390,Normal,,0,1
969,M11,Mega-Pinsir,mega-pinsir,"This Pokémon clamps its pincers down on its prey and then either splits the prey in half or flings it away.",Mega-Pinsir,mega-pinsir,"Pinsir nimmt Beute mit seinen Hörnern in die Zange, um sie anschließend entzweizureißen oder mit Wucht fortzuschleudern.",Mega-Scarabrute,mega-scarabrute,"Une fois sa proie enserrée entre ses cornes, deux choix s’offrent à lui : la couper en deux ou la projeter au loin de toutes ses forces.",Mega-Pinsir,mega-pinsir,"Afferra le prede con le corna e le trancia in due, oppure le lancia via con violenza.",Mega-Pinsir,mega-pinsir,"Usa la cornamenta a modo de pinza para atrapar a sus presas. Acto seguido, las parte por la mitad o las arroja lejos.",3,390,380,400,380,Bug,Flying,0,1
970,M12,Mega-Gyarados,mega-gyarados,"Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm.",Mega-Garados,mega-garados,"Wütet ein Garados, wird es alles niederbrennen. Dies geschieht selbst während eines Sturms.",Mega-Léviator,mega-léviator,"Quand il se laisse emporter par la rage, même la plus violente des tempêtes ne peut l’empêcher de détruire tout ce qui l’entoure.",Mega-Gyarados,mega-gyarados,"Quando va su tutte le furie, incenerisce ogni cosa, anche nel mezzo di un violento temporale.",Mega-Gyarados,mega-gyarados,"Cuando monta en cólera, puede quemarlo todo, incluso en medio de la más violenta tormenta.",3,395,389,460,372,Water,Dark,0,1
971,M13,Mega-Aerodactyl,mega-aerodactyl,"Aerodactyl’s sawlike fangs can shred skin to tatters—even the skin of Steel-type Pokémon.",Mega-Aerodactyl,mega-aerodactyl,"Mit seinen Zähnen, die Sägeblättern gleichen, kann es selbst die Haut von Stahl-Pokémon zerfetzen.",Mega-Ptéra,mega-ptéra,"Sa dentition semblable à une scie peut même broyer la peau des Pokémon Acier.",Mega-Aerodactyl,mega-aerodactyl,"Le sue zanne simili a lame sono in grado di fare a brandelli persino la pelle dei Pokémon di tipo Acciaio.",Mega-Aerodactyl,mega-aerodactyl,"Sus colmillos, afilados como sierras, pueden hacer trizas incluso la piel de Pokémon de tipo Acero.",3,375,350,430,470,Rock,Flying,0,1
972,M14,Mega-Mewtwo-X,mega-mewtwo-x,"Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different.",Mega-Mewtu X,mega-mewtu x,"Mewtu und Mew weisen sehr ähnliche Gene auf, doch hinsichtlich ihres Charakters und ihrer Größe unterscheiden sich die beiden erheblich.",Mega-Mewtwo-X,mega-mewtwo-x,"Son ADN est presque le même que celui de Mew, mais sa taille et son caractère sont très différents.",Mega-Mewtwo-X,mega-mewtwo-x,"Il suo DNA è quasi uguale a quello di Mew. Ciò nonostante, sono agli antipodi per dimensioni e carattere.",Mega-Mewtwo-X,mega-mewtwo-x,"Su ADN es casi el mismo que el de Mew. Sin embargo, su tamaño y carácter son muy diferentes.",3,474,390,482,470,Psychic,Fighting,1,1
973,M15,Mega-Mewtwo-Y,mega-mewtwo-y,"Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different.",Mega-Mewtu Y,mega-mewtu y,"Mewtu und Mew weisen sehr ähnliche Gene auf, doch hinsichtlich ihres Charakters und ihrer Größe unterscheiden sich die beiden erheblich.",Mega-Mewtwo-Y,mega-mewtwo-y,"Son ADN est presque le même que celui de Mew, mais sa taille et son caractère sont très différents.",Mega-Mewtwo-Y,mega-mewtwo-y,"Il suo DNA è quasi uguale a quello di Mew. Ciò nonostante, sono agli antipodi per dimensioni e carattere.",Mega-Mewtwo-Y,mega-mewtwo-y,"Su ADN es casi el mismo que el de Mew. Sin embargo, su tamaño y carácter son muy diferentes.",3,474,390,482,470,Psychic,,1,1
974,M16,Mega-Ampharos,mega-ampharos,"Its tail shines bright and strong. It has been prized since long ago as a beacon for sailors.",Mega-Ampharos,mega-ampharos,"Seine Schweifspitze strahlt ein starkes, helles Licht aus. Auf See gilt dieses Leuchten von alters her als bedeutender Wegweiser.",Mega-Pharamp,mega-pharamp,"Sa queue brille d’une lumière éclatante. Depuis des temps très anciens, il est vénéré comme le guide des marins.",Mega-Ampharos,mega-ampharos,"La punta della sua coda brilla di una luce molto intensa che in passato era una preziosa guida per i marinai.",Mega-Ampharos,mega-ampharos,"Su cola emite un brillo claro e intenso. Se lo venera desde tiempos remotos como guía de los marineros.",3,400,385,450,320,Electric,Dragon,0,1
975,M17,Mega-Steelix,mega-steelix,"It is thought its body transformed as a result of iron accumulating internally from swallowing soil.",Mega-Stahlos,mega-stahlos,"Man glaubt, dass sich sein Körper aufgrund des Schluckens von eisenhaltiger Erde verwandelt habe.",Mega-Steelix,mega-steelix,"On pense que son corps s’est transformé à force d’avaler le fer contenu dans la terre en creusant.",Mega-Steelix,mega-steelix,"Si pensa che si sia trasformato a causa del ferro contenuto nella terra che mangia.",Mega-Steelix,mega-steelix,"Se cree que su cuerpo se ha ido transformando por el hierro acumulado en la tierra que ha ingerido.",3,350,475,420,270,Steel,Ground,0,1
976,M18,Mega-Scizor,mega-scizor,"Though its body is slim, Scizor has tremendous attacking power. Even Scizor’s muscles are made of metal.",Mega-Scherox,mega-scherox,"Trotz seines dünnen Körpers verfügt Scherox über eine gewaltige Angriffsstärke. Selbst seine Muskeln bestehen aus Metall.",Mega-Cizayox,mega-cizayox,"Malgré son corps fin, sa puissance de frappe est prodigieuse, car même ses muscles sont composés de métal.",Mega-Scizor,mega-scizor,"Nonostante il corpo esile, è dotato di capacità offensive spaventose. Persino i suoi muscoli sono formati da metallo.",Mega-Scizor,mega-scizor,"Su potencia de ataque, que asombra dada su delgadez, se debe a que sus músculos están hechos de metal.",3,395,390,410,340,Bug,Steel,0,1
977,M19,Mega-Heracross,mega-heracross,"This Pokémon takes pride in its strength, which allows it to lift things 100 times heavier than itself with no trouble at all.",Mega-Skaraborn,mega-skaraborn,"Dieses Pokémon ist stolz auf seine Stärke. Es kann mit Leichtigkeit das Hundertfache seines eigenen Körpergewichts stemmen.",Mega-Scarhino,mega-scarhino,"Ce Pokémon est fier de sa force colossale qui lui permet de soulever cent fois son propre poids avec facilité.",Mega-Heracross,mega-heracross,"Questo Pokémon va molto fiero della sua forza erculea, che gli permette di sollevare senza fatica oggetti 100 volte più pesanti di lui.",Mega-Heracross,mega-heracross,"Este Pokémon muestra una fuerza hercúlea, que le permite levantar cien veces su propio peso sin inmutarse.",3,375,380,430,380,Bug,Fighting,0,1
978,M20,Mega-Houndoom,mega-houndoom,"Identifiable by its eerie howls, people a long time ago thought it was the grim reaper and feared it.",Mega-Hundemon,mega-hundemon,"Sein unheimliches Heulen ist unverkennbar. Früher wurde es von den Menschen als Bote des Todes gefürchtet.",Mega-Démolosse,mega-démolosse,"Ceux qui le craignaient jadis lui ont donné le surnom de «?messager de la Faucheuse?» à cause de son hurlement sinistre si particulier.",Mega-Houndoom,mega-houndoom,"Le sue urla sinistre sono inconfondibili. Un tempo era ritenuto un messaggero degli inferi e tutti lo temevano.",Mega-Houndoom,mega-houndoom,"Su rasgo distintivo son los escalofriantes aullidos que profiere. Antiguamente, era temido y considerado un emisario del inframundo.",3,410,340,420,400,Dark,Fire,0,1
979,M21,Mega-Tyranitar,mega-tyranitar,"The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.",Mega-Despotar,mega-despotar,"Seine Schritte erzeugen Erdbeben, die selbst große Berge plätten und die Form ganzer Landstriche verändern.",Mega-Tyranocif,mega-tyranocif,"Son pas est si lourd qu’il fait trembler le sol et s’écrouler même les plus grandes montagnes, ce qui altère la topographie de la zone.",Mega-Tyranitar,mega-tyranitar,"Può camminare a passi così pesanti da far crollare perfino le montagne più grosse, trasformando così il paesaggio circostante.",Mega-Tyranitar,mega-tyranitar,"Sus estrepitosos pasos derrumban montañas y hacen que el terreno a su alrededor cambie drásticamente.",3,439,420,470,332,Rock,Dark,0,1
980,M22,Mega-Sceptile,mega-sceptile,"Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.",Mega-Gewaldro,mega-gewaldro,"Auf Gewaldros Rücken wachsen Samen. Darin sind Nährstoffe, die Bäume beleben können. Dieses Pokémon achtet mit viel Fürsorge darauf, dass die Bäume seines Waldes prächtig gedeihen.",Mega-Jungko,mega-jungko,"Jungko a des graines qui lui poussent sur le dos. On dit qu’elles regorgent de nutriments qui revitalisent les arbres. Ce Pokémon s’occupe des forêts avec amour.",Mega-Sceptile,mega-sceptile,"Sulla schiena di Sceptile crescono alcuni semi che si dice siano ricchi di nutrienti per gli alberi. Questo Pokémon coltiva amorevolmente le sue piante nella foresta.",Mega-Sceptile,mega-sceptile,"A Sceptile le crecen en la espalda unas semillas llenas de nutrientes que sirven para revitalizar los árboles. De hecho, se dedica a cuidarlos con mimo para que crezcan bien.",3,400,360,410,450,Grass,Dragon,0,1
981,M23,Mega-Blaziken,mega-blaziken,"Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.",Mega-Lohgock,mega-lohgock,"Lohgock besitzt unglaublich starke Beine, mit denen es ein 30 Stockwerke hohes Gebäude mit einem Sprung überwinden kann. Die flammenden Schläge dieses Pokémon lassen verkohlte Gegner zurück.",Mega-Braségali,mega-braségali,"Braségali a des jambes incroyablement puissantes. Il peut sauter par-dessus un immeuble de trente étages. Les coups de poing enflammés de ce Pokémon peuvent carboniser ses ennemis.",Mega-Blaziken,mega-blaziken,"Blaziken è dotato di zampe molto potenti in grado di radere al suolo un edificio di 30 piani in un colpo solo. I suoi pugni fulminei lasciano il nemico ustionato e talvolta carbonizzato.",Mega-Blaziken,mega-blaziken,"Blaziken tiene unas piernas tan fuertes que puede saltar por encima de un edificio de 30 pisos con facilidad. Además, da unos puñetazos fulminantes que dejan al oponente chamuscado y lleno de tizne.",3,440,350,430,370,Fire,Fighting,0,1
982,M24,Mega-Swampert,mega-swampert,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",Mega-Sumpex,mega-sumpex,"Sumpex kann Stürme voraussagen, indem es feine Veränderungen der Geräusche von Wellen und Wind mit seinen Flossen wahrnimmt. Wenn eine Sturmfront aufzieht, häuft es Felsbrocken an, um sich zu schützen.",Mega-Laggron,mega-laggron,"Laggron peut prédire l’arrivée des tempêtes en utilisant ses nageoires pour sentir les variations dans les vagues et les marées. Si une tempête s’approche, il empile des rochers pour protéger son habitat.",Mega-Swampert,mega-swampert,"Swampert prevede le tempeste poiché grazie alle pinne percepisce le sottili differenze nel suono delle onde e dei venti dovuti alle maree. In caso di burrasca imminente, crea delle pile di massi per proteggere la tana.",Mega-Swampert,mega-swampert,"Swampert puede predecir tormentas al percibir con las aletas los sutiles cambios que producen las olas y las corrientes. Si está a punto de estallar una tormenta, empezará a apilar piedras para resguardarse.",3,405,390,470,330,Water,Ground,0,1
983,M25,Mega-Gardevoir,mega-gardevoir,"To protect its Trainer, it will expend all its psychic power to create a small black hole.",Mega-Guardevoir,mega-guardevoir,"Wenn es seinen Trainer schützen will, nimmt es all seine Psycho-Kräfte zusammen, um so ein kleines schwarzes Loch zu erzeugen.",Mega-Gardevoir,mega-gardevoir,"Prêt à tout pour protéger son Dresseur, il peut aller jusqu’à épuiser sa force mentale pour créer un mini trou noir.",Mega-Gardevoir,mega-gardevoir,"Quando il suo Allenatore è in pericolo, usa tutto il suo potere psichico per creare un piccolo buco nero.",Mega-Gardevoir,mega-gardevoir,"Para proteger a su Entrenador, emplea todo su poder psíquico en crear un pequeño agujero negro.",3,400,390,406,370,Psychic,Fairy,0,1
